v_code	v_name	v_addr	lat0	lng0
qec	earthcore queensland	diggers paradise  brisbane qld	-27.470930	153.023500
gbr	earthcore victoria	  undera vic	-36.278090	145.222980
vec	earthcore victoria	  undera vic	-36.278090	145.222980
ewc	earthwise centre	317 bagot road  subiaco  wa	-31.951110	115.821300
ebc	east brunswick club	280 lygon street  east brunswick vic	-37.769720	144.972020
eds	east day spa	intercontinental hotel the rialto  1/495 collins street melbourne vic	-37.818140	144.957940
eec	east end cellars	(off rundle st and vardon avenue )  adelaide sa	-34.922910	138.609890
ecs	eastern creek	   eastern creek nsw	-33.808740	150.866580
ese	eastsail	embarkation location: eastsail d’albora marina new beach road rushcutters bay nsw	-33.876210	151.227810
eah	eastwood hotel	115 rowe street  eastwood nsw	-33.790870	151.083190
eat	eat street markets	northside hamilton  brisbane qld	-27.440300	153.070901
ehh	eatons hill hotel	646 south pine road  eatons hill  qld	-27.337331	152.964158
efs	echuca fonterra sports & entertainment centre	244 high street  echuca  vic	-36.140560	144.751260
ept	echuca paramount theatre	392 high street  echuca vic	-36.130110	144.748800
efc	eden fishermen's club	imlay st  eden nsw	-37.053330	149.903020
eac	edinburgh castle hotel	233 currie street  adelaide sa	-34.924896	138.589285
epe	edmund rice performing arts centre (erpac)	st laurence’s college stephens road south brisbane qld	-27.486140	153.025780
zed	education centre taronga zoo	bradleys head road  mosman nsw	-33.842830	151.244070
ecw	el caballo resort	 3349 great eastern highway wooroloo wa	-31.808040	116.358280
eld	elder hall	university of adelaide north terrace adelaide  sa	-34.918990	138.604630
erp	elder park	king william road  adelaide sa	-34.916310	138.598940
elh	electric light hotel	producers bar 235 grenfell street adelaide sa	-34.924180	138.609910
pgc	electric playground complex	27 warner street  fortitude valley qld	-27.457104	153.035051
ern	elephant rock	 moogerah (near boonah) qld	-27.997340	152.682240
elt	elite function centre	365 homer street  earlwood nsw	-33.927090	151.124760
rre	elizabeth  - ridley reserve	[cnr main north rd & fairfield rd]  elizabeth sa	-34.729390	138.673010
ejl	elizabeth jolley lecture theatre	curtin university building 210 entry via kent st main entrance bentley wa	-32.001240	115.919470
ele	elleven nightclub	11a oxford st  paddington nsw	-33.882070	151.219720
elb	elsewhere bar	1/23 cavill avenue   surfers paradise  qld	-28.000957	153.429086
ecc	eltham community centre	801 main rd  eltham  vic 	-37.720690	145.145770
era	elwick racecourse	6 goodwood rd  glenorchy tas	-42.825018	147.288914
ely	elysian fields canungra	wonglepong road  canungra qld	-27.971930	153.166520
qbh	embassy	1 queensbridge street  south melbourne vic	-37.821840	144.961860
chaeof	embassy of finland	12 darwin avenue  yarralumla act	-35.303000	149.115780
eof	embassy of finland	12 darwin avenue  yarralumla act	-35.303000	149.115780
chaswi	embassy of switzerland	7 melbourne avenue  forrest act	-35.313490	149.121060
eos	embassy of switzerland	7 melbourne avenue  forrest act	-35.313490	149.121060
elp	emerald lake park	emerald lake road  emerald vic	-37.929490	145.451680
emc	empire room	215-225 fitzgerald street  perth wa	-31.939807	115.856279
eeb	end to end building	rear 48 easey street  collingwood    vic	-37.797776	144.986796
x-eas	energy australia stadium	turton rd new lambton newcastle nsw	-32.919260	151.730310
nmolane	enmore laneway enmore theatre	118-132 enmore road  newtown nsw	-33.899030	151.174190
nmoloft	enmore loft enmore theatre	118-132 enmore road  newtown nsw	-33.899030	151.174190
nmo	enmore theatre	118-132 enmore road  newtown nsw	-33.899030	151.174190
etp	enmore theatre parking	110 edgeware rd cnr. camden st enmore nsw	-33.903950	151.172800
eno	enoteca	262 carrington street  adelaide sa	-34.931000	138.610140
x-ens	ensemble theatre	78 mcdougall st  kirribilli  nsw	-33.845210	151.215240
eqh	entertainment quarter	driver ave (next to entertainment quarter)  moore park  nsw	-33.894350	151.227020
spn	entertainment quarter	lang road moore park sydney nsw	-33.900128	151.215207
enl	entrance leagues club	3 bay village rd  bateau bay nsw	-33.377420	151.473292
epi	epic park - canberra	flemington rd mitchell canberra act	-35.215360	149.141510
plz	epping plaza	crn high st and cooper st  epping vic	-37.649590	145.004340
eri	erina centre	the hive  erina fair nsw	-33.436520	151.393780
eiw	erina ice world	karalta road erina fair shopping centre erina nsw	-33.435660	151.385180
eph	eschol park house	14 eschol park dr   eschol park  nsw	-34.027310	150.814020
esw	esplanade reserve & west end	w parade & park farm  fremantle wa wa	-31.904688	115.983678
euh	essendon ukrainian house	902 mount alexander rd  essendon vic	-37.756120	144.916640
est	establishment bar	252 george street  sydney nsw	-33.864050	151.207620
eti	etihad stadium	harbour esplanade  docklands vic	-37.816570	144.947500
x-tdm	etihad stadium (formerly telstra dome)	harbour esplanade  docklands vic	-37.817280	144.945890
ets	etsa park	155 railway terrace  mile end sth  sa	-34.936520	138.577120
ett	ettamogah pub	1 burma rd  table top  nsw	-35.968470	147.008250
x-eug	eugene goossens hall	australian broadcasting corporation (abc) 700 harris st ultimo  nsw	-33.883730	151.202030
egh	eugene goossens hall	abc centre 700 harris street ultimo nsw	-33.882920	151.201710
eur	eureka hotel - geelong	98 little malop street  geelong  vic	-38.148440	144.359410
eub	eurobar	cnr aberdeen st & lake st  northbridge wa	-31.945900	115.857740
evn	evan theatre panthers	mulgoa road  penrith nsw	-33.755200	150.686900
eva	evan's & tate wines	corner caves and metricup roads  margaret river wa	-33.788290	115.034900
rrb	eve club at crown perth	crown perth (above eastern end of gaming floor) great eastern highway burswood perth wa	-31.948150	115.919050
ecp	event centre penrith panthers	 mulgoa road penrith nsw	-33.757579	150.683640
evt	everest theatre - seymour centre	seymour centre cnr city road and cleveland st chippendale nsw	-33.888420	151.197540
evl	evolution	138 commercial road prahran melbourne vic	-37.846830	144.991050
exc	excelsior hotel	64 foveaux st  surry hills nsw	-33.884400	151.211290
pas	exclusive fashion experience	intersection cnr of glemore road and oxford street  paddington nsw	-33.883850	151.222230
epc	exhibition park	flemington road  mitchell act	-35.215360	149.141510
npo	express advocate stadium	dane drive  gosford nsw	-33.430140	151.339000
ext	extreme driving hunter valley	   nsw	-31.253220	146.921100
exj	extreme driving jindabyne	extreme driving  jindabyne act	-36.414790	148.611020
exv	extreme driving seymour	extreme driving  seymour vic	-37.024530	145.136910
exs	extreme driving tailem bend	extreme driving  tailem bend sa	-35.253950	139.453880
exq	extreme driving willowbank	extreme driving  willowbank qld	-27.657930	152.694590
exw	extreme driving york	extreme driving  york wa	-31.888490	116.768450
elw	extreme life warnambool	rear 200 timor street  via ozone car park warrnambool vic	-38.382770	142.484500
els	factory floor @ the factory theatre	105 victoria rd enmore sydney nsw	-33.905820	151.165300
fad	factory theatre adamstown	st pius x high school park avenue adamstown nsw	-32.936903	151.716474
fvp	fairbridge village	south west highway  pinjarra wa	-32.603114	115.947451
x-fai	fairfax studio	100 st kilda rd  melbourne vic	-37.821250	144.968530
frs	fairfield rsl	14 anzac ave  fairfield nsw	-33.873250	150.957530
frf	fairfield showgrounds	smithfield road fairfield  nsw	-33.865302	150.905238
flb	fairylands ballarat	wendouree pde  ballarat vic	-37.543897	143.834674
fmn	family nightclub	8 mclachlan street  fortitude valley qld	-27.459360	153.035060
fbr	fannie bay racecourse	dick ward drive  fannie bay nt	-12.425471	130.846199
vfarmhouse	farmhouse function centre	203 melbourne road  wodonga vic	-36.113310	146.865640
fff	feast! fine foods	level 1 central market kitchen  adelaide central market adelaide sa	-34.930090	138.597840
geq	fed square	717 bourke st  docklands vic	-37.817785	144.967791
fed	feddish bar	yarra terrace federation square corner swanston & flinders streets melbourne vic	-42.350530	147.736040
fch	federation concert hall	1 davey st  hobart tas	-42.880741	147.333451
tfc	federation conference centre surry hills	federation house  23-33 mary st. surry hills nsw	-33.881570	151.209900
fsq	federation square	cnr flinders and swanston  street  melbourne vic	-37.816480	144.966990
fsk	felix bar (the cat) st kilda	43 fitzroy street  st kilda  vic	-37.861530	144.974820
ftg	ferntree gully hotel	1130 burwood highway  ferntree gully vic	-37.889500	145.297020
fga	festival gardens	hyde park  sydney nsw	-33.872170	151.210720
ftv	festival hall	300 dudley street  west melbourne vic	-37.811350	144.946640
x-ftv	festival hall	300 dudley street  west melbourne vic	-37.811350	144.946640
fep	festival pontoon darling harbour	national maritime museum  darling harbour nsw	-33.872340	151.198980
ffp	first fleet park	circular quay west the rocks sydney nsw	-33.859230	151.209490
fpk	firth park mudgeeraba	somerset drive  mudgeeraba  qld	-28.091220	153.369030
fnf	fish n fun charters	mariners cove seaworld drive main beach qld	-27.956090	153.426780
fpc	fisher park	gate a - bourke st gate b - adams st cootamundra nsw	-34.632070	148.022640
fit	fit sistas	21 lonsdale street  braddon act	-35.272750	149.132470
fzg	fitzgerald st south yarra	cnr fitzgerald st and chapel st  south yarra vic	-37.842700	144.994980
fth	fitzroy town hall	cnr napier & moor streets  fitzroy vic	-37.802110	144.979760
ftz	fitzy's loganholme	cnr bryants rd & pacific hwy  loganholme  qld	-27.663280	153.172970
fdr	five dock rsl	66 north road  five dock nsw	-33.884080	151.164890
fix	fix live	588 princes highway  rockdale nsw	-33.955188	151.137736
bot	fleet steps mrs macquaries point	adjacent to royal botanic gardens sydney  sydney nsw	-33.864490	151.217530
cim	flemington racecourse	448 epsom rd  melbourne vic	-37.824580	144.988880
vrc	flemington racecourse	 448 epsom rd  flemington vic	-37.786666	144.919519
x-flm	flemington racecourse	448 epsom rd  flemington vic	-37.786670	144.919520
flm	flemington racecourse - melbourne	448 epsom road  melbourne vic	-37.786070	144.919700
fxa	flight experience adelaide	131 ward street  north adelaide sa	-34.908770	138.596280
fxb	flight experience brisbane	shop 2 53 commercial road  newstead qld	-27.454510	153.043840
fxm	flight experience melbourne	shop 9 qv square corner swanston & lonsdale street melbourne vic	-42.350530	147.736040
fxp	flight experience perth	355 newcastle street  northbridge wa	-31.943620	115.855070
fxs	flight experience sydney	shop 503 level 3 harbourside shopping centre  darling harbour sydney	-33.872340	151.198980
fbc	flinders street baptist church	flinders street baptist church  adelaide sa	-34.927120	138.603390
fli 	flix in the stix	        nsw	NULL	NULL
flo	floating images	259 junction road  karalee qld	-27.566940	152.814350
flu	fluid nightclub	marina mirage  port douglas qld	-16.483550	145.460540
fly	fly by night musicians club	parry street  fremantle wa	-32.052900	115.751370
x-fly	fly by nightclub	parry street  fremantle wa	-32.052900	115.751370
fcp	fogarty park cairns	cnr spence street & the esplanade  cairns  qld	-16.921427	145.779262
fbt	footbridge theatre	pedestrian overbridge sydney university parramatta road glebe nsw	-33.884760	151.191090
fcc	footscray community arts centre	45 moreland st  footscray vic vic	-37.802240	144.907372
fto	forbes town hall	harold st  forbes nsw	-33.386270	148.007840
ohf	forecourt sydney opera house	bennelong point  circular quay nsw	-33.861860	151.210550
fsn	foreshore park	the foreshore newcastle   newcastle  nsw	-32.925710	151.787910
fvr	forestville rsl	22 melwood ave  forestville nsw	-33.762560	151.211000
frt	forrest place	wellington st  perth wa	-31.950750	115.856800
fds	fort denison	sydney harbour  sydney nsw	-33.812790	151.296240
fsc	fort scratchley	nobbys road  newcastle east nsw	-32.926446	151.790809
ffd	fortyfivedownstairs	  melbourne victoria	-37.813610	144.963060
fmu	forum melbourne	154 flinders st  melbourne vic	-37.816800	144.969470
fmc	forum melbourne	  melbourne vic	-37.813610	144.963060
for	forum theatre	154 flinders street  melbourne vic	-37.816800	144.969470
fgs	fountain gate shopping centre	corner brechin drive & princess hwy  fountain gate vic	-38.017710	145.303780
ffs	four seasons hotel	the four seasons sydney 199 george street sydney nsw	-33.861670	151.207670
x-fow	fowlers live	68 north terrace  adelaide sa	-34.922010	138.592770
frl	fowlers' live	68 north tce  adelaide sa	-34.922010	138.592770
qus	fox studios	under the grand chapiteau the showring fox studios lang road moore park nsw	-33.896210	151.225580
fte	fox theatre	uwa 35 stirling highway  crawley wa	-31.976792	115.816217
foy	foyer at melbourne museum	11 nicholson st  carlton vic	-37.803657	144.972326
ssr	frankston - samuel sherlock reserve	cranbourne road  frankston vic	-38.146400	145.132750
far	frankston arts centre	27-37 davey street  frankston vic	-38.146048	145.123366
fra	frankston cinema	444 nepean highway  frankston vic	-38.141720	145.120860
fge	fraser gallop estate	547 metricup road upper wilyabrup region of margaret river western australia wilyabrup  wa	-33.785290	115.033560
fak	frasers	fraser avenue west perth  kings park wa	-31.964310	115.831470
fdw	freedom wheels	po box 289  woombye qld	-26.660450	152.964650
fgh	freemasons grand hall	311 ann street  brisbane qld	-27.464990	153.027860
fac	fremantle arts centre - front garden	1 finnerty st  fremantle wa	-32.047670	115.754080
fbh	fremantle boat harbour	mews rd  fremantle wa	-32.059966	115.745804
frh	fremantle town hall	8 william st   fremantle  wa	-32.053980	115.748660
ffg	frenchs forest - frenchs forest showground	cnr blackbutts rd & pringle ave adj lionel watts oval frenchs forest  nsw	-26.853570	152.242500
fft	friday flat	  thredbo nsw	-36.506590	148.305560
fnc	fridays night club 	123 eagles street  brisbane qld	-27.467090	153.030160
fsg	front studio & gallery canberra	shop 1-2 1 wattle place  lyneham act	-35.252240	149.124600
fmh	full moon hotel	eagle terrace  sandgate qld	-27.321270	153.076320
foc	functions on chapel	225a chapel street  prahran vic	-37.850760	144.993410
fur	furnace nightclub	fountain gate shopping centre the street entertainment precinct fountain gate vic	-38.018010	145.303920
partestven	g3 test event	g3 test event g3 test event g3 test event nsw	-31.253220	146.921100
vpartestv	g3 test event	g3 test event g3 test event g3 test event vic	-37.471310	144.785150
spartest2v	g3 testing	g3 testing g3 testing g3 testing nsw	-31.253220	146.921100
gad	gallery of australian design	44 parkes pl  parkes act	-35.297390	149.134760
gom	gallery of modern art	stanley place  south bank qld	-27.476900	153.021750
gcc	galston community centre	37 arcadia rd  galston nsw	-33.649120	151.046070
gan	gandel hall	national gallery of australia parkes place canberra act	-35.296752	149.129927
gvh	gap view hotel	123 gap rd  alice springs nt	-23.721660	133.869430
gbd	garage bar & dining	163 waymouth st  adelaide sa	-34.926210	138.593270
gar	garden city interchange	cnr logan and kessels roads  upper mt gravatt qld	-27.559990	153.081130
fle	garden island fbe gate 5	woolloomooloo    nsw	-33.869326	151.221563
grc	garrison church	(holy trinity) argyle street  the rocks nsw	-33.859140	151.208120
gas	gas nightclub	467-477 pitt street  sydney nsw	-33.880860	151.206390
gsw	gasworks building	337 wellington st  perth  wa	-31.953450	115.862500
aga	gasworks albion hotel	135 george street  parramatta nsw	-33.815850	151.011850
gtw	gateway	223 flinders street  adelaide sa	-34.926884	138.608978
gat	gateway hotel	218-230 princes highway  corio  vic	-38.080740	144.364750
giw	gateway island wodonga	gateway island lincoln causeway wodonga vic	-36.109510	146.894040
gwl	gateway lakes - wodonga	lincoln causeway  wodonga vic	-36.110210	146.893580
gah	gawler arms hotel	102 murray street  gawler sa	-34.598264	138.748832
kdp	geelong - kardinia park	cnr latrobe terrace & kilgour street  geelong vic	-38.154880	144.351650
gea	geelong arena	110 victoria street  north geelong vic	-38.123610	144.351290
ghl	geelong hotel	214 moorabool st  geelong vic	-38.151560	144.358770
glt	geelong lawn tennis club	16 sommers street   belmont vic	-38.167700	144.348550
gls	geelong showgrounds	79 breakwater rd  east geelong vic	-38.170750	144.374260
gee	geelong showgrounds	79 breakwater road   east geelong vic	-38.170745	144.374259
skc	general sikorski club	7 bellevue rd  bellevue wa	-31.892717	116.028986
ecx	geraldton - eadon-clarke complex	0ff green street  geraldton wa	-28.733640	114.626980
gcl	german club	291 dandenong road  windsor vic	-37.859120	145.004640
grg	gerringong theatre	bridges road  gerringong nsw	-34.740610	150.828420
dankojon04	gershwin room at the espy	esplanade hotel lower esplanade st kilda vic	-37.867510	144.978980
ger	gershwin room at the espy	esplanade hotel lower esplanade st kilda vic	-37.867510	144.978980
gow	ghosts of old city - williamstown	departs from hobsons bay visitors info centre nelsons place williamstown vic	-37.857290	144.897760
tgd	giant dwarf	199 cleveland st  redfern nsw	-33.889455	151.203429
gch	gilhooley's chermside	westfield shopping centre chermside cnr gympie & hamilton roads brisbane qld	-26.190300	152.665390
gil	gilhooleys downtown brisbane	corner elizabeth & creek streets  brisbane qld	-27.467580	153.029400
glg	gilligans	57- 89 grafton st  cairns qld	-16.924470	145.774690
bru	gio stadium canberra	(formerly canberra stadium) battye street bruce act	-35.245143	149.106082
gio	giovanni’s	15 morphett st  mt barker sa	-35.065634	138.858061
ldp	girrawheen  - liddell park	   wa	-27.672820	121.628310
gmp	gladstone - memorial park	glenlyon road  gladstone qld	-23.907180	151.265640
gec	gladstone entertainment centre	58 goondoon street  gladstone qld	-23.841060	151.254510
pgg	gladstone pcyc	    gladstone qld	-23.848710	151.259800
gpm	glasshouse port macquarie	clarence street  port macquarie  nsw	-31.429281	152.909007
gir	glen iris valley recreation club	260-270 high street road   mount waverley  vic	-37.871300	145.138730
x-gle	glen street theatre	corner glen street and blackbutts road  belrose nsw	-33.739450	151.209910
gln	glen street theatre	cnr glen street and blackbutts road  belrose nsw	-33.739450	151.209910
gws	glen willow sporting complex	pitts lane mudgee  nsw	-32.583960	149.585160
gbe	glenelg beach	jetty road  glenelg sa	-34.980250	138.515910
gtv	glenmore tavern	500 yaamba st  nth rockhampton qld	-23.377650	150.509980
gvl	glenworth valley	cooks road  glenworth valley nsw	-33.400290	151.200310
gle	glenworth valley	69 cooks road  glenworth valley  nsw	-33.405370	151.204670
gbm	global ballooning - melbourne city	the hilton on the park 192 wellington pde (corner clarendon st) east melbourne vic	-37.812730	144.983220
gby	global ballooning - yarra valley	rochford winery  cnr of maroondah hwy and hill rd coldstream vic	-37.689010	145.476990
gbs	go bush 4wd eco tours	po box 426  labrador qld	-27.947870	153.398270
gwb	go wild ballooning coldstream	621 maroondah hwy  coldstream vic	-37.724600	145.378110
goa	goanna adventures	po box 7107  holland park east qld	-27.517110	153.069700
gce	gold coast convention & exhibition centre	gold coast highway broadbeach gold coast  qld	-28.027580	153.429930
gcg	gold coast gondolas	   qld	-20.917570	142.702800
bdo	gold coast parklands	smith street  southport qld	-27.962750	153.400750
gcp	gold coast parklands	smith street motorway   qld	-27.963440	153.366200
x-gcp	gold coast parklands	smith street motorway   qld	-27.963440	153.366200
qor	gold coast race circuit	off road rush gold coast race circuit  northern gold coast/brisbane  qld	-27.470930	153.023500
cst	gold coast stadium	nerang-broadbeach road  carrara qld	-28.011990	153.373010
gozemail04	gold coast stadium	nerang-broadbeach rd carrara gold coast qld	-28.010460	153.367820
x-cst	gold coast stadium	nerang-broadbeach road  carrara qld	-28.011990	153.373010
robina	gold coast stadium	(formerly: skilled park) centreline place robina qld	-28.068950	153.378530
gtc	gold coast turf club	racecourse drive  surfers paradise  qld	-28.003120	153.403920
gol	gold park sporting club	341 hume street  toowoomba  qld	-27.582210	151.954110
gth	good time harbour cruise	king st wharf darling harbour in front of sydney wildlife world (next to sydney aquarium) sydney  nsw	-33.869970	151.202110
goe	gooree park mudgee	1154a-1154b castlereagh highway   mudgee nsw	-32.600050	149.593280
gho	gorman house arts centre	ainslie avenue  braddon act	-35.263432	149.133064
glc	gosford - leagues club park	cnr dane drive & central coast highway  gosford  nsw	-33.428180	151.339880
grl	gosford rsl	26 central coast highway west gosford  nsw	-33.427743	151.322077
mayday04	gosford showgrounds	showground rd gosford  nsw	-33.416900	151.342310
x-gsg	gosford showgrounds	showground rd gosford  nsw	-33.416900	151.342310
gsb	goulburn showground	braidwood road  goulburn nsw	-34.768340	149.716260
gov	government house	macquarie street  sydney nsw	-33.863230	151.212900
sterroran	government house	macquarie street  sydney nsw	-33.863230	151.212900
ghp	government house ballroom perth	st georges terrace  perth wa	-31.955294	115.861630
x-gov	governor hindmarsh hotel	59 port rd  hindmarsh sa	-34.905690	138.571970
vgpomelb	gpo melbourne	5/167 collins street  melbourne vic	-37.815630	144.968290
gra	grafton community hall	59 duke street  grafton nsw	-29.691120	152.933200
grs	grafton showgrounds	prince street  grafton nsw	-29.691120	152.933200
gna	granada tavern	666 main rd  berriedale tas	-42.812160	147.254580
donnahay04	grand hyatt melbourne	123 collins street  melbourne vic	-37.814640	144.969660
gme	grand marquee epic	flemington road mitchell canberra act	-35.215360	149.141510
gxm	grand xanadu marquee	docklands drive  docklands victoria	-37.814650	144.938400
ghh	grandstand hall at hobart showground	2 howard road  glenorchy tas	-42.830720	147.286040
ggw	great green way eco tours & fire stick tours	po box 290  yorkeys knob  qld	-16.811680	145.720830
gnh	great northern hotel	jonson street  byron bay nsw	-28.646310	153.612790
oss	great ocean road surf tours	transport pickup surf tours take place on crowdless beaches along the great ocean road between torquay and fairhaven vic	-38.468220	144.079290
gwh	great western hotel	39 stanley street  rockhampton qld	-23.385420	150.514280
gre	greenwood hotel	36 blue st  north sydney nsw	-33.840570	151.207850
gmb	greystanes manor (bendigo)	57 queen street  bendigo vic	-36.762470	144.279060
rwg	griffith - railway street	railway st  griffith nsw	-34.287680	146.049040
gdt	griffith duncan theatre	university drive the university of newcastle callaghan nsw	-32.896940	151.693630
gex	griffith ex-servicemens club	jondaryan st  griffith nsw	-34.294170	146.049510
grt	griffith regional theatre	1 neville place  griffith nsw	-34.286560	146.035130
gnd	gundaroo park	70 cork street  gundaroo  nsw	-35.026651	149.265698
gtr	gymea tradies	57 manchester rd  north gymea nsw	-34.032480	151.088140
ght	gympie heritage theatre	mellor street  gympie qld	-26.188200	152.667380
gmu	gympie muster	amamoor  amamoor qld	-26.345031	152.675937
hhm	hackett hall wa museum	perth cultural centre james street perth wa	-31.941966	115.861422
mhp	hall park mandurah - perth	western mandurah foreshore  mandurah wa	-32.536680	115.742630
hal	hall polocrosse grounds	victoria street  hall act	-35.170220	149.069910
hhl	hallam hotel	241-245 princess highway  hallam vic	-38.006960	145.272590
ham	hamer hall arts centre melbourne	100 st kilda road  melbourne vic	-37.821250	144.968530
qub	hamilton	under the grand chapiteau  off kingsford smith drive hamilton qld	-27.439410	153.063510
hmn	hamilton hotel	442 kingsford smith drive  hamilton qld	-27.438950	153.063900
hlc	hamilton rsl club - newcastle	119 tudor street   hamilton nsw	-32.924160	151.745250
hrr	hanging rock reserve  	south rock road    hanging rock   vic	-37.471310	144.785150
haw	happs winery	75 commonage rd  quindalup wa	-33.633704	115.117340
hed	happy endings comedy club	154 brougham st  potts point nsw	-33.873460	151.221710
hen	happy endings comedy club	154 brougham st  potts point nsw	-34.768340	149.716260
hbd	harbord diggers club	evans street  harbord nsw	-33.778370	151.290840
duj	harbour master steps	  circular quay nsw	-33.861860	151.210550
frr	harbour theatre	70 adelaide st  fremantle wa	-32.050753	115.749114
htc	harbour town shopping centre docklands	122 studio lane docklands  vic	-37.813360	144.937860
hrg	hard rock cafe	cavill ave  surfers paradise qld	-28.001850	153.428450
hro	hard rock cafe	level 2 harbourside centre   darling harbour nsw	-33.872800	151.199120
hag	harmonie german club	49 jerrabomberra ave  narrabundah act	-35.339410	149.151670
nhl	harold lobb	corner laman and auckland streets  newcastle nsw	-32.929230	151.770960
hah	harold park hotel	70a ross st   glebe nsw	-33.876259	151.180630
hpc	harrup park country club	juliet street  mackay qld	-21.159530	149.185270
hml	harts mill	st vincent st  port adelaide sa sa	-34.844172	138.506485
ghr	harvey road tavern	1 harvey road  gladstone qld	-23.878240	151.223700
hst	haunted sydney ghost tours	observer hotel (meeting point) 69 george st the rocks  sydney nsw	-33.858472	151.208835
hhg	hawthorn hotel	481 burwood road  glenferrie vic	-37.822974	145.040044
hcb	hawthorne 3 cinemas  	261 hawthorne rd    hawthorne   qld	-27.462070	153.060510
hay	hayden orpheum cremorne	380 military road orpheum theatre cremorne  nsw	-33.827600	151.230870
hea	healesville racecourse	yarra glen healesville road healesville  vic	-37.641450	145.450110
hvs	healesville sanctuary	badger creek road  healesville vic	-37.663110	145.528070
stw	heath ledger theatre	174-176 william street  perth wa	-31.949773	115.859002
hrh	heathcote rsl hall	127 high st  heathcote vic	-36.923200	144.709120
hgv	hegvold stadium rockhampton	sir raymond huish drive  rockhampton qld	-23.366171	150.504497
hbc	helensburgh community centre	26 walker street  helensburgh  nsw	-34.192170	150.981320
hrm	hell riders motorcycle tours	po box 291  drummoyne nsw	-33.851150	151.154380
wod	hellenic club woden	matilda st  woden act	-35.345530	149.089450
hpp	hens pampered package	mobile buisness they come to you   nsw	-31.253220	146.921100
maj	her majesty's	level o wintergarden queens street mall brisbane qld	-27.470930	153.023500
hmj	her majestys theatre	219 exhibition street  melbourne vic	-37.811090	144.969980
x-her	her majesty's theatre	58 grote st  adelaide sa	-34.928500	138.597050
hrv	heritage village rockhampton	bruce hwy  rockhampton qld	-23.306800	150.516167
hex	hexham bowling club	old maitland road  hexham nsw	-32.833320	151.689850
x-hvr	hidden valley raceway	  darwin nt	-12.462820	130.841770
hvr	hidden valley raceway	hidden valley road  berrimah nt	-12.435920	130.915940
hvt	hidden valley tours	cmb 46  hidden valley qld	-23.146660	150.732530
hnw	high ‘n’ wild katoomba	3/5 katoomba st  katoomba nsw	-33.712540	150.311740
hgt	higher ground theatre	9-15 light square  adelaide sa	-34.924400	138.593100
hcc	highfields cultural centre	o'brien road  highfields qld	-27.448830	151.949960
hig	highgate recreational reserve craigieburn	essex way craigieburn  vic	-37.579077	144.924071
hbh	hillarys boat harbour	south side drive  hillarys  wa	-31.825000	115.740600
hls	hillsong convention centre	cnr norwest boulevarde & solent circuit  baulkham hills nsw	-33.738050	150.955430
hha	hilton hotel	233 victoria square  adelaide   sa	-34.929160	138.599030
hhb	hilton hotel brisbane	grand ballroom 190 elizabeth street brisbane qld	-27.469390	153.027200
hpm	hilton on the park melbourne	192 wellington parade melbourne vic	-37.815810	144.983390
hhs	hilton surfers paradise	level 2 hilton building 6 orchid avenue surfers paradise qld	-28.000616	153.429326
x-hil	hilton sydney	488 george street  sydney nsw	-33.874260	151.206840
x-hms	hindmarsh stadium	holden st   hindmarsh sa	-34.907068	138.569076
him	hindmarsh stadium	holden st  hindmarsh sa	-34.907385	138.568922
hth	hinterland hotel	52 station street   nerang qld	-27.996050	153.339420
x-his	his majesty's theatre	825 hay st  perth wa	-31.953360	115.854440
hmw	his majesty's theatre	825 hay street  perth wa	-31.953360	115.854440
vfa	hisense arena	melbourne & olympic parks olympic boulevard melbourne vic	-37.822948	144.982009
hcp	hitchcock park	  palm beach nsw	-33.623733	151.333051
hmb	hmb basement	level o wintergarden queen street mall brisbane qld	-27.469830	153.025560
hms	hms huon quays	  hobart tas	-42.830850	147.374620
rgh	hobart - regatta grounds	  hobart tas	-42.830850	147.374620
chh	hobart city hall	macquarie st city  hobart tas	-42.888640	147.323710
hma	hobart macquarie wharf #2	hunter st  hobart tas	-42.882510	147.338190
hdc	holden performance driving centre	75 norwell road  norwell  qld	-27.747330	153.291890
hsh	holdfast shores marina	marina pier r22  glenelg sa	-34.980340	138.513490
hid	holiday inn darwin the esplanade	116 the esplanade  darwin  nt	-12.461220	130.835920
hpr	holm park recreation reserve beaconsfield	100 holm park rd beaconsfield  vic	-38.036808	145.370863
hac	holy advent church	30 kooyong road  armadale vic	-37.860190	145.020260
hav	holy advent church	30 kooyong road  armadale vic	-37.860190	145.020260
hom	home nightclub	1 wheat road cockle bay wharf darling harbour nsw	-33.872340	151.198980
hmc	home nightclub	101 cockle bay wharf darling harbour sydney nsw	-33.872340	151.198980
mis	homebush tennis centre function room	sydney olympic park rod laver dr  sydney nsw	-33.854973	151.072298
hsm	honeysuckle markets	merewether street  newcastle nsw	-32.925990	151.773090
hfc	hoot! festival club	34-38 gawler street  mount barker sa	-35.067180	138.859400
~heh~	hope estate winery	broke road pokolbin  nsw	-32.769660	151.278670
x-heh	hope estate winery	2213 pokolbin rd  hunter valley  nsw	-32.823750	151.236560
heh	hope estate winery hunter valley	2213 pokolbin rd   nsw	-32.823750	151.236560
x-hop	hope theatre	faculty of commerce university of wollongong wollongong  nsw	-34.407720	150.879730
htw	hope theatre	building 40 university of wollongong wollongong nsw	-34.408300	150.879260
hop	hopetoun hotel	416 bourke st  surry hills nsw	-33.885420	151.215840
